Posted Date,Skill,Company,Workplace,Company Type,Company Industry,Company Size,Country
2024-08-21 09:21:20.095789,C++,Bosch Global Software Technologies Company Limited,At office,IT Product,IT Services and IT Consulting,1000+,Germany
2024-08-21 09:21:20.095789,Product Owner,Hasaki,Hybrid,Non-IT,Retail and Wholesale,1000+,Vietnam
2024-08-21 09:21:20.095789,Cloud,HRS Group,Hybrid,IT Product,Software Products and Web Services,51-150,Germany
2024-08-21 09:21:20.095789,Tester,DNSE,At office,IT Product,Financial Services,151-300,Vietnam
2024-08-21 09:21:20.095789,SQL,ELCA,Hybrid,IT Service and IT Consulting,N/A,301-500,Switzerland
2024-08-21 09:21:20.095789,Python,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-08-21 09:21:20.095789,Agile,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-08-21 09:21:20.095789,JavaScript,BioTuring,At office,IT Product,Pharmaceuticals,51-150,United States
2024-08-21 09:21:20.095789,English,GEM Corporation,At office,IT Outsourcing,IT Services and IT Consulting,151-300,Vietnam
2024-08-21 09:21:20.095789,Spring,ATA-IT Limited,At office,IT Service and IT Consulting,N/A,151-300,Thailand
2024-08-21 09:21:20.095789,SQL,Home Credit Vietnam,At office,IT Product,Financial Services,1000+,Czechia
2024-08-21 09:21:20.095789,OOP,Topicus Vietnam,Hybrid,IT Product,Software Products and Web Services,51-150,Netherlands
2024-08-21 09:21:20.095789,UI-UX,Saigon Technology,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam
2024-08-21 09:21:20.095789,SQL,RECURVE,At office,IT Product,Software Development Outsourcing,1-50,Vietnam
2024-08-21 09:21:20.095789,Agile,"Esoft Vietnam., Ltd",At office,IT Service and IT Consulting,IT Services and IT Consulting,501-1000,Vietnam
2024-08-21 09:21:20.095789,Computer Vision,Công ty Cổ phần Chứng khoán KIS Việt Nam,At office,IT Product,Financial Services,151-300,Vietnam
2024-08-21 09:21:20.095789,JavaScript,Buymed,At office,IT Product,Healthcare,501-1000,Vietnam
2024-08-21 09:21:20.095789,Python,RECURVE,Hybrid,IT Product,Software Development Outsourcing,1-50,Vietnam
2024-08-21 09:21:20.095789,C++,Aimesoft,At office,IT Product,"AI, Blockchain and Deep Tech Services",51-150,Vietnam
2024-08-20 09:21:20.095789,NodeJS,Nitori Digital Base Vietnam,At office,IT Product,Software Products and Web Services,1-50,Japan
2024-08-20 09:21:20.095789,Agile,Live Payments,At office,IT Product,Software Products and Web Services,51-150,Australia
2024-08-20 09:21:20.095789,PHP,Offspring Digital Viet Nam,At office,IT Outsourcing,Software Products and Web Services,1-50,Australia
2024-08-20 09:21:20.095789,Designer,Samsung Electronics HCMC CE Complex,At office,IT Product,IT Hardware and Computing,1000+,South Korea
2024-08-20 09:21:20.095789,Product Manager,Onpoint,At office,IT Product,E-commerce,301-500,Vietnam
2024-08-20 09:21:20.095789,Database,NFQ Asia,Hybrid,IT Outsourcing,Software Development Outsourcing,301-500,Germany
2024-08-20 09:21:20.095789,C#,Netcompany,At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Denmark
2024-08-20 09:21:20.095789,Data Analyst,Viettel Group,At office,IT Product,Telecommunication,1000+,Vietnam
2024-08-18 09:21:20.095789,JavaScript,ABC Software Solution Ltd.,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-08-18 09:21:20.095789,JavaScript,ABC Software Solution Ltd.,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-08-17 09:21:20.095789,Laravel,ERA Realty Network,At office,IT Product,"Real Estate, Property and Construction",51-150,Singapore
2024-08-17 09:21:20.095789,JavaScript,Vietbank,At office,IT Outsourcing,Banking,51-150,Vietnam
2024-08-17 09:21:20.095789,MySQL,The Rep. Office of STYL Solutions Pte. Ltd. In HCMC,At office,IT Service and IT Consulting,Software Products and Web Services,51-150,Singapore
2024-08-17 09:21:20.095789,NodeJS,SMG Swiss Marketplace Group,Remote,IT Product,Software Products and Web Services,51-150,Switzerland
2024-08-17 09:21:20.095789,Agile,Bosch Global Software Technologies Company Limited,At office,IT Product,IT Services and IT Consulting,1000+,Germany
2024-08-17 09:21:20.095789,Database,Epsilo,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Singapore
2024-08-17 09:21:20.095789,.NET,Collaboration Betters The World - B.O.T,Hybrid,IT Product,IT Services and IT Consulting,1000+,Belgium
2024-08-17 09:21:20.095789,QA QC,BIM Group,At office,IT Product,"Real Estate, Property and Construction",1000+,Vietnam
2024-08-17 09:21:20.095789,JavaScript,Saigon Technology,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam
2024-08-17 09:21:20.095789,Spring,LINE Vietnam,Hybrid,IT Product,Telecommunication,151-300,South Korea
2024-08-17 09:21:20.095789,AWS,Futurify,At office,IT Outsourcing,Software Development Outsourcing,1-50,Canada
2024-08-17 09:21:20.095789,DevOps,Công ty TNHH Web Synergies VN,Remote,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-08-17 09:21:20.095789,SQL,HDS Services Vietnam,At office,IT Product,IT Services and IT Consulting,51-150,Germany
2024-08-17 09:21:20.095789,HTML5,HDS Services Vietnam,At office,IT Product,IT Services and IT Consulting,51-150,Germany
2024-08-17 09:21:20.095789,SQL,Confluence Vietnam (HCMC),At office,IT Product,Software Development Outsourcing,1-50,United States
2024-08-17 09:21:20.095789,MySQL,SanAn Corporation,At office,IT Product,Education and Training,51-150,Vietnam
2024-08-17 09:21:20.095789,SQL,DIAG,At office,Non-IT,Healthcare,301-500,Vietnam
2024-08-17 09:21:20.095789,Swift,MAPLE LABS,At office,IT Product,Software Development Outsourcing,1-50,Vietnam
2024-08-17 09:21:20.095789,SQL,SHARPENSOLS,At office,IT Outsourcing,IT Services and IT Consulting,1-50,Vietnam
2024-08-17 09:21:20.095789,English,SkyLab,At office,IT Product,IT Services and IT Consulting,1-50,Singapore
2024-08-16 09:21:20.095789,QA QC,YOONG,Hybrid,IT Outsourcing,IT Services and IT Consulting,51-150,Vietnam
2024-08-16 09:21:20.095789,UI-UX,VUS,At office,IT Product,Education and Training,1000+,Vietnam
2024-08-16 09:21:20.095789,Computer Vision,Qualgo Technologies,At office,IT Product,Cyber Security,151-300,Vietnam
2024-08-16 09:21:20.095789,English,VCTECK,Remote,IT Product,Software Products and Web Services,1-50,Vietnam
2024-08-16 09:21:20.095789,English,Saigon Technology,At office,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam
2024-08-16 09:21:20.095789,iOS,Vietnam International Bank (VIB),At office,IT Product,Banking,1000+,Vietnam
2024-08-16 09:21:20.095789,CSS,ICHIBA,At office,IT Product,Software Products and Web Services,151-300,Vietnam
2024-08-16 09:21:20.095789,MySQL,Hasaki,At office,Non-IT,Retail and Wholesale,1000+,Vietnam
2024-08-16 09:21:20.095789,Laravel,Hasaki,At office,Non-IT,Retail and Wholesale,1000+,Vietnam
2024-08-16 09:21:20.095789,C++,Ewoosoft Vietnam,At office,IT Product,IT Services and IT Consulting,1-50,Vietnam
2024-08-16 09:21:20.095789,Solidity,CAGA Crypto,Remote,IT Product,"AI, Blockchain and Deep Tech Services",51-150,Singapore
2024-08-16 09:21:20.095789,C++,CAGA Crypto,Remote,IT Product,"AI, Blockchain and Deep Tech Services",51-150,Singapore
2024-08-16 09:21:20.095789,English,Restaff – House Of Norway,Hybrid,IT Product,Software Products and Web Services,151-300,Norway
2024-08-16 09:21:20.095789,English,NFQ Asia,At office,IT Outsourcing,Software Development Outsourcing,301-500,Germany
2024-08-16 09:21:20.095789,System Engineer,MiTek Viet Nam,At office,IT Product,Software Products and Web Services,1000+,United States
2024-08-16 09:21:20.095789,Azure,Aperia Solutions Vietnam Co Ltd,Hybrid,IT Product,Software Products and Web Services,151-300,United States
2024-08-16 09:21:20.095789,Agile,SHARPENSOLS,At office,IT Outsourcing,IT Services and IT Consulting,1-50,Vietnam
2024-08-16 09:21:20.095789,QA QC,Intratech Corp,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,South Korea
2024-08-16 09:21:20.095789,UI-UX,Intratech Corp,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,South Korea
2024-08-16 09:21:20.095789,NodeJS,Bookshare,At office,IT Product,Software Products and Web Services,1-50,Vietnam
2024-08-16 09:21:20.095789,JavaScript,"CJ OLIVENETWORKS VINA CO., LTD",At office,IT Product,Software Products and Web Services,51-150,South Korea
2024-08-16 09:21:20.095789,English,Skedulo Vietnam,Hybrid,IT Product,Software Products and Web Services,51-150,Australia
2024-08-16 09:21:20.095789,HTML5,Vision Vietnam,At office,IT Product,IT Services and IT Consulting,1-50,Japan
2024-08-16 09:21:20.095789,Laravel,Intrepid Group Asia,Hybrid,IT Product,E-commerce,51-150,Singapore
2024-08-29 16:21:20.095789,UI-UX,Arbin Instruments,At office,IT Product,Manufacturing and Engineering,151-300,United States
2024-08-29 16:21:20.095789,CSS,Faraday Technology Vietnam,At office,IT Product,IT Hardware and Computing,301-500,Vietnam
2024-08-29 14:21:20.095789,QA QC,Minma Vietnam,At office,IT Product,E-commerce,1-50,Japan
2024-08-29 11:21:20.095789,UI-UX,M_Service (MoMo),At office,IT Product,Financial Services,1000+,Vietnam
2024-08-29 11:21:20.095789,Android,DEVCHANGERS,At office,IT Product,Game,1-50,South Korea
2024-08-29 09:21:20.095789,Solution Architect,Relationshop Inc.,At office,IT Product,Software Products and Web Services,151-300,United States
2024-08-29 09:21:20.095789,SQL,AVNON,At office,IT Service and IT Consulting,Cyber Security,1-50,Singapore
2024-08-29 09:21:20.095789,Games,Lihuhu Pte. Ltd.,Hybrid,IT Product,Game,1-50,Vietnam
2024-08-29 09:21:20.095789,English,Eastplayers,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-08-28 09:21:20.095789,Networking,Ngân hàng TMCP Lộc Phát Việt Nam LPBank,At office,IT Product,Banking,1000+,Vietnam
2024-08-28 09:21:20.095789,JavaScript,Trustify Technology,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-08-27 09:21:20.095789,MySQL,Elliot Company Limited,At office,IT Product,IT Services and IT Consulting,1-50,Vietnam
2024-08-27 09:21:20.095789,Database,South East Asia Development Company | Seadev,At office,IT Product,Software Products and Web Services,1-50,United States
2024-08-27 09:21:20.095789,Tester,M_Service (MoMo),At office,IT Product,Financial Services,1000+,Vietnam
2024-08-27 09:21:20.095789,NodeJS,Cybership,Hybrid,IT Product,"Transportation, Logistics and Warehouse",1-50,Vietnam
2024-08-27 09:21:20.095789,HTML5,Next Chain Tech,At office,IT Outsourcing,"AI, Blockchain and Deep Tech Services",1-50,Vietnam
2024-08-27 09:21:20.095789,PHP,Công ty Cổ phần Trendi AI,At office,IT Product,"AI, Blockchain and Deep Tech Services",1-50,Vietnam
2024-08-27 09:21:20.095789,MVC,TechVSI,At office,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam
2024-08-26 09:21:20.095789,AWS,Cinnamon AI Labs,At office,IT Product,"AI, Blockchain and Deep Tech Services",151-300,Japan
2024-08-26 09:21:20.095789,TypeScript,Cinnamon AI Labs,At office,IT Product,"AI, Blockchain and Deep Tech Services",151-300,Japan
2024-08-26 09:21:20.095789,Python,Cinnamon AI Labs,At office,IT Product,"AI, Blockchain and Deep Tech Services",151-300,Japan
2024-08-26 09:21:20.095789,MySQL,CÔNG TY PHẦN MỀM QUASOFT,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-08-26 09:21:20.095789,Agile,Công ty Cổ phần Giải pháp NETKO,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-08-25 09:21:20.095789,Agile,FPT Software,At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam
2024-08-25 09:21:20.095789,SQL,FPT Software,At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam
2024-08-25 09:21:20.095789,System Engineer,BIDV Securities Company (BSC),At office,IT Product,Financial Services,151-300,Vietnam
2024-08-25 09:21:20.095789,C++,BIDV Securities Company (BSC),At office,IT Product,Financial Services,151-300,Vietnam
2024-08-25 09:21:20.095789,MySQL,Công ty TNHH Thankslab Việt Nam,At office,IT Product,Software Products and Web Services,51-150,Japan
2024-08-25 09:21:20.095789,Unity,Goodia Việt Nam,Remote,IT Product,Game,1-50,Japan
2024-08-25 09:21:20.095789,Japanese,Hybrid Technologies,At office,IT Outsourcing,Software Development Outsourcing,501-1000,Japan
2024-08-24 09:21:20.095789,DevOps,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-08-24 09:21:20.095789,Android,CÔNG TY CỔ PHẦN CÔNG NGHỆ ICI,At office,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam
2024-08-24 09:21:20.095789,JavaScript,Cybership,Remote,IT Product,"Transportation, Logistics and Warehouse",1-50,Vietnam
2024-08-24 09:21:20.095789,C#,Công Ty Công Nghệ BKAPEMA,At office,Non-IT,Manufacturing and Engineering,1-50,Vietnam
2024-08-24 09:21:20.095789,ReactJS,Robust Tech House,At office,IT Outsourcing,Software Development Outsourcing,1-50,Singapore
2024-08-24 09:21:20.095789,UI-UX,Visily,Hybrid,IT Product,Software Products and Web Services,1-50,Vietnam
2024-08-24 09:21:20.095789,HTML5,Coder Trove,Hybrid,IT Product,Software Products and Web Services,1-50,Australia
2024-08-24 09:21:20.095789,Agile,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-08-24 09:21:20.095789,Java,Capgemini Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France
2024-08-24 09:21:20.095789,Tester,Keystack Labs,At office,IT Product,Software Products and Web Services,1-50,Australia
2024-08-24 09:21:20.095789,Designer,Keystack Labs,At office,IT Product,Software Products and Web Services,1-50,Australia
2024-08-24 09:21:20.095789,Data Analyst,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-08-24 09:21:20.095789,JavaScript,iDeaLogic,Hybrid,IT Outsourcing,Software Development Outsourcing,51-150,Netherlands
2024-08-24 09:21:20.095789,.NET,VNG Corporation,At office,IT Product,Software Products and Web Services,1000+,Vietnam
2024-08-24 09:21:20.095789,Agile,Ngân hàng TMCP Thịnh vượng và Phát triển (PGBank),At office,IT Product,Banking,1000+,Vietnam
2024-08-24 09:21:20.095789,Database,Eastgate Software,At office,IT Outsourcing,Software Development Outsourcing,51-150,Germany
2024-08-24 09:21:20.095789,Agile,Synodus,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-08-24 09:21:20.095789,Agile,GKIM DIGITAL,At office,IT Product,Software Products and Web Services,51-150,Vietnam
2024-08-24 09:21:20.095789,QA QC,FPT Software,At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam
2024-08-24 09:21:20.095789,NodeJS,AROBID.COM,At office,IT Product,E-commerce,51-150,Vietnam
2024-08-24 09:21:20.095789,Ruby on Rails,AROBID.COM,Hybrid,IT Product,E-commerce,51-150,Vietnam
2024-08-24 09:21:20.095789,English,"Niteco Vietnam Co., Ltd",At office,IT Service and IT Consulting,IT Services and IT Consulting,301-500,Sweden
2024-08-23 09:21:20.095789,Security,HPT,At office,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam
2024-08-23 09:21:20.095789,C#,Capgemini Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France
2024-08-23 09:21:20.095789,QA QC,Yet Company,Hybrid,IT Product,IT Services and IT Consulting,51-150,Japan
2024-08-23 09:21:20.095789,OOP,LG Electronics Development Vietnam (LGEDV),Hybrid,IT Product,Software Products and Web Services,1000+,South Korea
2024-08-23 09:21:20.095789,Designer,Elliot Company Limited,At office,IT Product,IT Services and IT Consulting,1-50,Vietnam
2024-08-23 09:21:20.095789,Tester,Elliot Company Limited,At office,IT Product,IT Services and IT Consulting,1-50,Vietnam
2024-08-23 09:21:20.095789,Cloud,VNG Corporation,At office,IT Product,Software Products and Web Services,1000+,Vietnam
2024-08-23 09:21:20.095789,System Engineer,HPT,At office,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam
2024-08-23 09:21:20.095789,Agile,Synodus,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-08-23 09:21:20.095789,ReactJS,Synodus,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-08-23 09:21:20.095789,C++,Nucare Korea,At office,IT Product,Healthcare,1-50,South Korea
2024-08-23 09:21:20.095789,ReactJS,YRISM VN,At office,IT Product,E-commerce,1-50,South Korea
2024-08-23 09:21:20.095789,Security,Viettel Group,At office,IT Product,Telecommunication,1000+,Vietnam
2024-08-23 09:21:20.095789,System Engineer,Viettel Group,At office,IT Product,Telecommunication,1000+,Vietnam
2024-08-23 09:21:20.095789,AWS,LG CNS Việt Nam,At office,IT Product,Manufacturing and Engineering,151-300,Vietnam
2024-08-23 09:21:20.095789,NoSQL,AROBID.COM,At office,IT Product,E-commerce,51-150,Vietnam
2024-08-23 09:21:20.095789,Software Architect,B'CLASS,At office,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam
2024-08-23 09:21:20.095789,React Native,B'CLASS,At office,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam
2024-08-23 09:21:20.095789,English,SMG Swiss Marketplace Group,Hybrid,IT Product,Software Products and Web Services,51-150,Switzerland
2024-08-23 09:21:20.095789,Software Architect,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-08-23 09:21:20.095789,Python,LG CNS Việt Nam,At office,IT Product,Manufacturing and Engineering,151-300,Vietnam
2024-08-23 09:21:20.095789,Cloud,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-08-23 09:21:20.095789,Software Architect,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-08-23 09:21:20.095789,AWS,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-08-23 09:21:20.095789,Solution Architect,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-08-22 09:21:20.095789,Japanese,Hybrid Technologies,At office,IT Outsourcing,Software Development Outsourcing,501-1000,Japan
2024-08-22 09:21:20.095789,HTML5,Simplify Dalat,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-08-22 09:21:20.095789,Database,GNH Technology,At office,IT Product,Education and Training,1-50,Vietnam
2024-08-22 09:21:20.095789,CSS,GNH Technology,At office,IT Product,Education and Training,1-50,Vietnam
2024-08-22 09:21:20.095789,.NET,Orient Software Development Corp.,Hybrid,IT Outsourcing,Software Development Outsourcing,301-500,Singapore
2024-08-22 09:21:20.095789,Java,Capgemini Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France
2024-08-22 09:21:20.095789,JavaScript,GKIM DIGITAL,At office,IT Product,Software Products and Web Services,51-150,Vietnam
2024-08-22 09:21:20.095789,AWS,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-08-22 09:21:20.095789,Oracle,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-08-22 09:21:20.095789,UI-UX,Mirai Labs,At office,IT Product,"AI, Blockchain and Deep Tech Services",51-150,Vietnam
2024-08-22 09:21:20.095789,C++,EM&AI,At office,IT Product,"AI, Blockchain and Deep Tech Services",1-50,Vietnam
2024-08-22 09:21:20.095789,NodeJS,Doi Xanh Media Service Trading,At office,IT Product,Research Services,51-150,Vietnam
2024-08-22 09:21:20.095789,System Admin,Doi Xanh Media Service Trading,At office,IT Product,Research Services,51-150,Vietnam
2024-08-22 09:21:20.095789,Agile,AgileOps,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-08-22 09:21:20.095789,Database,TP Entertainment,At office,IT Product,IT Services and IT Consulting,51-150,Vietnam
2024-08-22 09:21:20.095789,Product Manager,YRGLM Việt Nam,At office,IT Product,"Media, Advertising and Entertainment",1-50,Japan
2024-08-22 09:21:20.095789,Agile,HDBank,At office,IT Product,Banking,1000+,Vietnam
2024-08-22 09:21:20.095789,Agile,"MONEY FORWARD VIETNAM CO.,LTD",Hybrid,IT Product,Financial Services,301-500,Japan
2024-08-22 09:21:20.095789,Project Manager,Minma Vietnam,At office,IT Product,E-commerce,1-50,Japan
2024-08-22 09:21:20.095789,OOP,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),At office,IT Product,IT Hardware and Computing,51-150,Japan
2024-08-22 09:21:20.095789,SQL,Cigro Inc.,At office,IT Product,Software Products and Web Services,1-50,South Korea
2024-08-22 09:21:20.095789,QA QC,Relationshop Inc.,At office,IT Product,Software Products and Web Services,151-300,United States
2024-08-21 09:21:20.095789,Spring,Capgemini Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France
2024-08-21 09:21:20.095789,OOP,FORTNA,At office,IT Product,"Transportation, Logistics and Warehouse",51-150,United States
2024-08-21 09:21:20.095789,OOP,FORTNA,At office,IT Product,"Transportation, Logistics and Warehouse",51-150,United States
2024-08-21 09:21:20.095789,Database,VNPT Net Corporation,At office,IT Product,Network and Infrastructure,1-50,Vietnam
2024-08-21 09:21:20.095789,AWS,Trusting Social,At office,IT Service and IT Consulting,Financial Services,301-500,Singapore
2024-08-21 09:21:20.095789,System Engineer,VNPT EPAY,At office,IT Product,Financial Services,51-150,Vietnam
2024-08-21 09:21:20.095789,English,Precio Fishbone Vietnam,At office,IT Product,Software Products and Web Services,51-150,Sweden
2024-08-21 09:21:20.095789,Team Leader,Murex,At office,IT Product,Financial Services,1000+,France
2024-08-21 09:21:20.095789,Agile,CUBABLE,At office,IT Product,Software Products and Web Services,1-50,Vietnam
2024-08-21 09:21:20.095789,Designer,Công ty cổ phần thương mại điện tử Winners Farm,At office,IT Product,Retail and Wholesale,1-50,Vietnam
2024-08-21 09:21:20.095789,English,Employment Hero,Remote,IT Product,Software Products and Web Services,501-1000,Australia
2024-08-21 09:21:20.095789,JavaScript,Employment Hero,Remote,IT Product,Software Products and Web Services,501-1000,Australia
2024-08-21 09:21:20.095789,CSS,AdvaHealth Solutions,Hybrid,IT Product,Healthcare,1-50,Singapore
2024-08-21 09:21:20.095789,JavaScript,Seedlint,Hybrid,IT Product,Software Development Outsourcing,1-50,Vietnam
2024-08-21 09:21:20.095789,C#,AWING,At office,IT Product,N/A,1-50,Vietnam
2024-08-21 09:21:20.095789,TypeScript,Sungrove Tech Vietnam,At office,IT Product,IT Services and IT Consulting,1-50,Japan
2024-08-21 09:21:20.095789,TypeScript,Sungrove Tech Vietnam,At office,IT Product,IT Services and IT Consulting,1-50,Japan
2024-08-21 09:21:20.095789,NodeJS,Sungrove Tech Vietnam,At office,IT Product,IT Services and IT Consulting,1-50,Japan
2024-08-21 09:21:20.095789,Japanese,Sungrove Tech Vietnam,At office,IT Product,IT Services and IT Consulting,1-50,Japan
2024-08-21 09:21:20.095789,Linux,Unity Sport JSC,At office,IT Product,Sports and Fitness,1-50,Vietnam
2024-08-21 09:21:20.095789,CSS,CÔNG TY TNHH M4G,At office,IT Product,Game,1-50,Vietnam
2024-08-21 09:21:20.095789,NodeJS,Unity Sport JSC,At office,IT Product,Sports and Fitness,1-50,Vietnam
2024-08-20 09:21:20.095789,SQL,Kien Long Bank,At office,Non-IT,Banking,1000+,Vietnam
2024-08-20 09:21:20.095789,C language,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),At office,IT Product,IT Hardware and Computing,51-150,Japan
2024-08-20 09:21:20.095789,Azure,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),At office,IT Product,IT Hardware and Computing,51-150,Japan
2024-08-20 09:21:20.095789,HTML5,bbv Vietnam,Hybrid,IT Outsourcing,Software Development Outsourcing,51-150,Switzerland
2024-08-20 09:21:20.095789,.NET,FPT Software,At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam
2024-08-20 09:21:20.095789,Agile,MTI TECHNOLOGY,Hybrid,IT Product,IT Services and IT Consulting,151-300,Japan
2024-08-20 09:21:20.095789,Spring,ELCA,Hybrid,IT Service and IT Consulting,N/A,301-500,Switzerland
2024-08-20 09:21:20.095789,C++,Relationshop Inc.,At office,IT Product,Software Products and Web Services,151-300,United States
2024-08-20 09:21:20.095789,English,Renesas Design Vietnam,Hybrid,IT Product,IT Hardware and Computing,1000+,Japan
2024-08-20 09:21:20.095789,SQL,Công ty cổ phần thương mại điện tử Winners Farm,At office,IT Product,Retail and Wholesale,1-50,Vietnam
2024-08-20 09:21:20.095789,NodeJS,Công ty cổ phần thương mại điện tử Winners Farm,At office,IT Product,Retail and Wholesale,1-50,Vietnam
2024-08-20 09:21:20.095789,Agile,Compax,At office,IT Product,IT Services and IT Consulting,501-1000,Austria
2024-08-20 09:21:20.095789,Java,AMANOTES,At office,IT Outsourcing,Software Products and Web Services,151-300,Vietnam
2024-08-20 09:21:20.095789,HTML5,Optimizely,At office,IT Product,IT Services and IT Consulting,151-300,United States
2024-08-20 09:21:20.095789,UI-UX,Digital Unicorn,At office,IT Outsourcing,Software Development Outsourcing,1-50,France
2024-08-19 09:21:20.095789,MySQL,Inceptionlabs,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Singapore
2024-08-19 09:21:20.095789,Software Architect,Endava Việt Nam,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United Kingdom
2024-08-19 09:21:20.095789,AWS,Tokyo Tech Lab,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-08-19 09:21:20.095789,Spring,ATI JSC,At office,IT Product,Software Development Outsourcing,51-150,Vietnam
2024-08-19 09:21:20.095789,DevOps,Global Fashion Group,Hybrid,IT Product,Apparel and Fashion,1000+,United Kingdom
2024-08-19 09:21:20.095789,English,Công ty TNHH FIN2B VN,At office,IT Service and IT Consulting,Financial Services,1-50,South Korea
2024-08-18 09:21:20.095789,System Engineer,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-08-18 09:21:20.095789,Japanese,GMO-Z.com | Vietnamlab center,Hybrid,IT Product,Software Products and Web Services,1-50,Vietnam
2024-08-18 09:21:20.095789,DevOps,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-08-18 09:21:20.095789,UI-UX,Otani U.P.,Hybrid,IT Product,Materials and Mining,1-50,Japan
2024-08-18 09:21:20.095789,AWS,VINBIGDATA,At office,IT Product,"AI, Blockchain and Deep Tech Services",151-300,Vietnam
2024-08-18 09:21:20.095789,Python,DEK Technologies,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United Kingdom
2024-08-18 09:21:20.095789,Software Architect,DEK Technologies,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United Kingdom
2024-08-18 09:21:20.095789,Python,M_Service (MoMo),At office,IT Product,Financial Services,1000+,Vietnam
2024-08-18 09:21:20.095789,English,FPT Software,At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam
2024-08-18 09:21:20.095789,Solution Architect,FPT Software,At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam
2024-08-18 09:21:20.095789,CSS,Saigon Technology,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam
2024-08-18 09:21:20.095789,SQL,Công ty TNHH Icetea Software,At office,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam
2024-08-18 09:21:20.095789,Database,Công ty TNHH Icetea Software,At office,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam
2024-08-17 09:21:20.095789,Python,MSB,At office,IT Product,Banking,1000+,Vietnam
