Title,Skill 1,Skill 2,Skill 3,Skill 4,Company,Address 1,Address 2,Post date,Salary
Automation Test,Automation Test,,,,Công ty TNHH Dịch vụ công nghệ TP,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,25 - 40 triệu
Vận Hành Kỹ Thuật Livestream,,,,,CÔNG TY TNHH NFJ DIGITAL SOLUTIONS,Hồ Chí Minh: Quận 2,,Đăng 5 ngày trước,Thoả thuận
Chuyên Viên Kiểm Thử Phần Mềm (Tester Automation),Tester,,,,CÔNG TY CP GIẢI PHÁP PHẦN MỀM VÀ TRUYỀN THÔNG GENZY,Hồ Chí Minh: Quận 11,,Đăng 5 ngày trước,8 - 15 triệu
Chuyên Viên Kiểm Thử Phần Mềm ( Test Manual),,,,,Công ty Cổ Phần Smartten Software,Hà Nội: Đống Đa,,Đăng 5 ngày trước,Thoả thuận
Senior Backend Developer,,,,,Công ty cổ phần Grooo International,Hồ Chí Minh: Quận 1,,Đăng 5 ngày trước,12 - 20 triệu
Aws Cloud Solution Architect,AWS,Cloud,Solution Architect,,CÔNG TY TNHH METACREW,Hồ Chí Minh: Bình Thạnh,,Đăng 5 ngày trước,Thoả thuận
AWS Cloud Engineer,AWS,Cloud,,,CÔNG TY CỔ PHẦN ADONE,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,"Tới 1,500 USD"
.NET Developer,.NET,,,,Công ty CP thể thao Phương Đông,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,Thoả thuận
Frontend Engineer,,,,,Công ty cổ phần iChiba Việt Nam,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,25 - 35 triệu
Lập Trình Viên ReactJS,ReactJS,,,,Công ty Cổ phần Công nghệ Sao Bắc Đẩu,Hồ Chí Minh: Quận 7,Hà Nội: Nam Từ Liêm,Đăng 5 ngày trước,Thoả thuận
Data Engineer,Data,,,,CÔNG TY TNHH JUST ENGINEER,Hà Nội: Đống Đa,,Đăng 5 ngày trước,15 - 25 triệu
Data Scientist,Data,,,,CÔNG TY TNHH CAP GLOBAL,Hoà Bình: Lương Sơn,Hà Nội,Đăng 5 ngày trước,8 - 12 triệu
Software Engineer (Kỹ Sư Phát Triển Phần Mềm),,,,,CÔNG TY TNHH SILENTIUM VIỆT NAM,Hồ Chí Minh: Quận 2,,Đăng 5 ngày trước,Thoả thuận
Cần Thơ & 3 nơi khác,,,,,Nichietsu,Hồ Chí Minh: Tân Bình,,Đăng 5 ngày trước,Thoả thuận
Hồ Chí Minh,,,,,Nichietsu,Hồ Chí Minh: Tân Bình,,Đăng 5 ngày trước,18 - 25 triệu
Hồ Chí Minh,,,,,Công ty TNHH Công nghệ cao Polymer Q&T,Hà Nội: Quốc Oai,,Đăng 5 ngày trước,Thoả thuận
Project Manager (Kỹ Sư Quản Trị Dự Án),Manager,Project Manager,,,CÔNG TY CỔ PHẦN IKAME VIỆT NAM,Hà Nội: Đống Đa,,Đăng 5 ngày trước,12 - 40 triệu
"Full-Stack 1-3 Năm Kinh Nghiệm, Tiếng Nhật N3",,,,,Công ty Cổ phần Atomi Digital,Hà Nội: Hoàn Kiếm,,Đăng 5 ngày trước,15 - 30 triệu
Solution Architect (Giải Pháp Kiến Trúc),Solution Architect,,,,Công ty Cổ phần Atomi Digital,Hà Nội: Hoàn Kiếm,,Đăng 5 ngày trước,20 - 30 triệu
Magento Developer,Magento,,,,FPT IS,Hồ Chí Minh,Hà Nội,Đăng 5 ngày trước,Thoả thuận
Golang Developer,Golang,,,,Công ty TNHH Công Nghệ Ong Vàng,Hà Nội: Đống Đa,,Đăng 5 ngày trước,15 - 20 triệu
UI/UX Designer - Tiếng Anh Giao Tiếp Tốt,Designer,,,,CÔNG TY CỔ PHẦN SMARTOSC,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,Thoả thuận
"Business Analyst - Onsite, Từ 3 Năm Kinh Nghiệm",Business Analyst,,,,Công Ty TNHH Mediastep Software Việt Nam,Hồ Chí Minh: Phú Nhuận,,Đăng 5 ngày trước,20 - 30 triệu
UX/UI Designer,Designer,,,,FPT IS,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
"Middle QC Automation (Selenium, Python)",Python,,,,CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM,Hồ Chí Minh: Phú Nhuận,,Đăng 5 ngày trước,Tới 30 triệu
PHP Engineer (Laravel),Laravel,PHP,,,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,16 - 25 triệu
Fresher Project Manager,Manager,Project Manager,,,Công ty Cổ phần Công nghệ phần mềm và quảng cáo trực tuyến MegaAds,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,15 - 25 triệu
Middle QA (Tester),Tester,,,,CÔNG TY TNHH BACOOR VIỆT NAM,Hồ Chí Minh: Quận 8,,Đăng 5 ngày trước,15 - 25 triệu
Chuyên Viên Tư Vấn Giải Pháp CNTT,,,,,Công ty cổ phần TechLead,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,10 - 15 triệu
Nhân Viên Kinh Doanh B2B,,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ JUST-IN-TIME SOLUTIONS,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,8 - 15 triệu
Sales Manager IT,Manager,,,,CÔNG TY TNHH PHẦN MỀM NK,Hà Nội: Từ Liêm,,Đăng 5 ngày trước,8 - 15 triệu
Nhân Viên Triển Khai Kinh Doanh Phần Mềm,AI,,,,CÔNG TY CỔ PHẦN ASOFT,Hồ Chí Minh: Quận 12,,Đăng 5 ngày trước,15 - 20 triệu
PHP/VueJS(Từ 2 Năm KN),PHP,VueJS,,,Công ty TNHH Mediastep Software Việt Nam,Hồ Chí Minh: Tân Bình,,Đăng 5 ngày trước,Thoả thuận
Chuyên Viên Quản Trị Hệ Thống (System Admin),System Admin,,,,CÔNG TY TNHH QUỐC TẾ INCOM - STUDIO,Hà Nội: Ba Đình,,Đăng 5 ngày trước,Thoả thuận
Kỹ Sư Đảm Bảo Chất Lượng/ Fresher QA/ Tester,Tester,,,,"FUYU PRECISION COMPONENT CO., LTD.",Toàn Quốc,Bắc Giang: Việt Yên,Đăng 5 ngày trước,"500 - 1,000 USD"
Chuyên Viên E-Commerce (Kinh Doanh Số),,,,,CÔNG TY TNHH THƯƠNG MẠI MEKO,Cần Thơ: Cái Răng,Hồ Chí Minh,Đăng 5 ngày trước,Thoả thuận
Nhân Viên Thiết Kế,,,,,Công ty TNHH VinhMedia,Nghệ An: TP Vinh,,Đăng 5 ngày trước,6 - 8 triệu
Nhân Viên Kinh Doanh,,,,,"SALESCORE CO., LTD",Hồ Chí Minh: Bình Thạnh,,Đăng 5 ngày trước,Thoả thuận
Lập Trình Viên Unity/C#,C#,Unity,,,ArctX Solution LLC,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Java Developer,Java,,,,CÔNG TY CỔ PHẦN LOTUS TECHNOLOGY SERVICES,Hà Nội: Hoàn Kiếm,,Đăng 5 ngày trước,Thoả thuận
Lập Trình Web Sử Dụng Visual Studio C# Asp.Net,ASP.NET,C#,.NET,Web,Công ty Cổ phần LitGroup,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,12 - 20 triệu
Trưởng Phòng Công Nghệ / IT,,,,,CÔNG TY CỔ PHẦN LOTUS TECHNOLOGY SERVICES,Hà Nội: Hoàn Kiếm,,Đăng 5 ngày trước,Thoả thuận
Mobile Developer,Mobile,,,,Công ty TNHH Yopaz,Hà Nội: Đống Đa,,Đăng 5 ngày trước,Tới 25 triệu
Nhân Viên Kinh Doanh,,,,,Công ty Cổ phần LitGroup,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,12 - 20 triệu
Nhân Viên Xử Lý Dữ Liệu Hình Ảnh,,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ & TRUYỀN THÔNG ALARIC,Hà Nội: Bắc Từ Liêm,,Đăng 5 ngày trước,Thoả thuận
Nhân Viên Phân Tích Nghiệp Vụ (Business Analyst),Business Analyst,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ & TRUYỀN THÔNG ALARIC,Hà Nội: Bắc Từ Liêm,,Đăng 5 ngày trước,Thoả thuận
PM Fast Track Program,,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ & SÁNG TẠO TRẺ TEKY HOLDINGS,Hà Nội: Hoàn Kiếm, Hà Đông,Đăng 5 ngày trước,12 - 25 triệu
"Business Analyst (Domain Fintech, Banking)",Business Analyst,AI,,,CÔNG TY CỔ PHẦN TECHASIANS,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,8 - 13 triệu
Android Developer,Android,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ & SÁNG TẠO TRẺ TEKY HOLDINGS,Hà Nội: Hà Đông, Hoàn Kiếm,Đăng 5 ngày trước,8 - 12 triệu
Marketing Leader,Leader,,,,CÔNG TY CỔ PHẦN GIẢI PHÁP VÀ CÔNG NGHỆ VIETNIX,Hồ Chí Minh: Tân Bình,,Đăng 5 ngày trước,8 - 10 triệu
Nhân Viên Sữa Chữa Laptop,,,,,Splus Software,Hồ Chí Minh,,Đăng 6 ngày trước,Thoả thuận
Intern Test,,,,,Công ty cổ phần HBLab (Hedspi Brothers Lab),Hà Nội: Cầu Giấy,,Đăng 6 ngày trước,Tới 13 triệu
Tester,Tester,,,,Công ty cổ phần HBLab (Hedspi Brothers Lab),Hà Nội: Cầu Giấy,,Đăng 6 ngày trước,15 - 20 triệu
"Backend Solution Architect (NodeJS,MongoDB,Cloud)",Cloud,MongoDB,NodeJS,Solution Architect,CÔNG TY TNHH CÔNG NGHỆ DATA INSIGHT VIỆT NAM,Hà Nội: Thanh Xuân,,Đăng 6 ngày trước,10 - 20 triệu
Unity Developer Senior - Từ 4 Năm Kinh Nghiệm,Unity,,,,Unit Corp,Hồ Chí Minh: Quận 3,,Đăng 6 ngày trước,Thoả thuận
IT Support/ Helpdesk - Từ 2 Năm Kinh Nghiệm,IT Support,,,,CÔNG TY TNHH GIAO DỊCH HÀNG HOÁ CBOT VIỆT NAM,Hà Nội: Cầu Giấy,,Đăng 6 ngày trước,15 - 20 triệu
Senior Frontend Developer (Web Builder),Web,,,,Viettel Digital,Hà Nội: Từ Liêm,,Đăng 6 ngày trước,Thoả thuận
"Chuyên Viên Tư Vấn Giải Pháp (Network, Security)",Security,,,,Unit Corp,Hồ Chí Minh: Quận 3,,Đăng 6 ngày trước,Thoả thuận
Backend Developer,,,,,Viettel Digital,Hà Nội: Nam Từ Liêm,,Đăng 6 ngày trước,Thoả thuận
Nhân Viên Quản Lý Mã Vạch,,,,,Viettel Digital,Hà Nội: Nam Từ Liêm,,Đăng 6 ngày trước,Thoả thuận
Content Social Media Intern,,,,,Unit Corp,Hồ Chí Minh: Quận 3,,Đăng 6 ngày trước,Thoả thuận
Backend Developer,,,,,Unit Corp,Hồ Chí Minh: Quận 3,,Đăng 6 ngày trước,Thoả thuận
Frontend Developer (ReactJS),ReactJS,,,,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HEBELA,Hà Nội: Thanh Xuân,,Đăng 6 ngày trước,10 - 20 triệu
Nhân Viên IT,,,,,Công ty cổ phần Gamee,Hà Nội: Cầu Giấy,,Đăng 6 ngày trước,8 - 20 triệu
Game Designer,Designer,Game,,,Công Ty Cổ Phần Công Nghệ GOGA,Hà Nội: Hà Đông,,Đăng 6 ngày trước,10 - 15 triệu
Business Analyst,Business Analyst,,,,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRƯỜNG HẢI,Quảng Nam: Núi Thành,Hồ Chí Minh,Đăng 6 ngày trước,Thoả thuận
Cần Thơ & 3 nơi khác,,,,,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRƯỜNG HẢI,Hồ Chí Minh: Thủ Đức,,Đăng 6 ngày trước,Thoả thuận
Hồ Chí Minh,,,,,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRƯỜNG HẢI,Hồ Chí Minh: Thủ Đức,,Đăng 6 ngày trước,Thoả thuận
Hồ Chí Minh,,,,,CÔNG TY CỔ PHẦN LIFETEX,Hà Nội: Thanh Xuân,,Đăng 6 ngày trước,Thoả thuận
Android Developer,Android,,,,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRƯỜNG HẢI,Hồ Chí Minh: Thủ Đức,,Đăng 6 ngày trước,Thoả thuận
Chuyên Viên Kinh Doanh - Thu Nhập Hấp Dẫn,,,,,CÔNG TY CỔ PHẦN LIFETEX,Hà Nội: Thanh Xuân,,Đăng 6 ngày trước,Trên 1 triệu
Google Ads Marketing,,,,,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HEBELA,Hà Nội: Thanh Xuân,,Đăng 6 ngày trước,10 - 20 triệu
Sales Operation Intern,,,,,"TEQNOLOGICAL ASIA Co., Ltd",Hồ Chí Minh: Tân Bình,,Đăng 6 ngày trước,Thoả thuận
Junior QC Tester,Tester,,,,"TEQNOLOGICAL ASIA Co., Ltd",Hồ Chí Minh: Tân Bình,,Đăng 6 ngày trước,Thoả thuận
Backend Developer (Java - Payment Hub),Java,,,,Công ty Cổ phần phát triển công nghệ HB,Hà Nội: Nam Từ Liêm,,Đăng 6 ngày trước,Thoả thuận
Manual QC,,,,,Công ty CP Phần mềm MOR,Hà Nội: Nam Từ Liêm,,Đăng 6 ngày trước,Tới 40 triệu
Nhân Viên Manual Tester - Nghiệp Vụ Banking,Tester,,,,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,Hồ Chí Minh: Quận 1,,Đăng 6 ngày trước,Thoả thuận
PHP Developer,PHP,,,,Hamsa Corporation,Hà Nội: Cầu Giấy,,Đăng 6 ngày trước,1 - 4 triệu
QC Engineers (Tester),Tester,,,,Công ty Cổ phần dịch vụ và giải pháp xử lý dữ liệu VBEE,Hà Nội: Ba Đình,,Đăng 6 ngày trước,22 - 30 triệu
Kế Toán Thuế,,,,,CÔNG TY TNHH OLA,Hồ Chí Minh: Quận 6,,Đăng 6 ngày trước,Tới 1 triệu
Tester Software,Tester,,,,Công ty CP Phần mềm MOR,Hà Nội: Nam Từ Liêm,,Đăng 6 ngày trước,Tới 40 triệu
Sale IT,,,,,Công ty Cổ phần Công nghệ DTT,Hà Nội: Hoàng Mai,,Đăng 6 ngày trước,15 - 20 triệu
"Chuyên Viên Lập Trình (ASP.NET MVC,C#)",ASP.NET,C#,MVC,.NET,Công ty Cổ phần MISA,Hà Nội: Cầu Giấy,,Đăng 6 ngày trước,"Tới 2,500 USD"
Business Development Manager (IT Ousourcing),Manager,,,,Công ty Cổ phần Công nghệ và Dịch vụ LSD,Hà Nội: Cầu Giấy,,Đăng 6 ngày trước,Thoả thuận
Nhân Viên Render 3D,,,,,Công ty TNHH Công nghệ số Adamo,Hà Nội: Nam Từ Liêm,,Đăng 6 ngày trước,25 - 40 triệu
Kỹ Sư Phát Triển Phần Mềm Hệ Thống,,,,,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,Hà Nội: Nam Từ Liêm,,Đăng 6 ngày trước,16 - 22 triệu
Trưởng Phòng Kinh Doanh Phần Mềm,,,,,Công ty Cổ phần Nụ Cười Mới Việt Nam,Hà Nội,,Đăng 6 ngày trước,8 - 12 triệu
Nhân Viên Về Team POD ( Print-On-Demand ),,,,,Công ty Cổ phần Giải pháp phần mềm trực tuyến Việt Nam,Hải Phòng: Lê Chân,,Đăng 6 ngày trước,10 - 20 triệu
"Thư Ký, Trợ Lý Hành Chính Tiếng Hàn",,,,,Công ty TNHH Tư vấn và Giáo dục WISE,Đà Nẵng: Thanh Khê,,Đăng 6 ngày trước,7 - 12 triệu
Fullstack Java Developer,Java,,,,Ngân hàng Thương mại cổ phần Lộc Phát Việt Nam - LPBank,Hà Nội: Hoàn Kiếm,,Đăng 6 ngày trước,Thoả thuận
IOS Developer (Swift),iOS,Swift,,,Wall Street English,Hồ Chí Minh: Thủ Đức,,Đăng 6 ngày trước,Thoả thuận
"Junior Python Developer (Flask, Django)",Django,Python,,,Công ty Cổ phần Công nghệ HiveTech Việt Nam,Toàn Quốc,,Đăng 6 ngày trước,Thoả thuận
Angular Developer,Angular,,,,Công ty Cổ phần Skynet Việt Nam,Hà Nội: Nam Từ Liêm,,Đăng 6 ngày trước,Thoả thuận
Manual Tester (Tiếng Nhật N3),Tester,,,,Công ty TNHH Thương mại GPS Việt Nam,Hà Nội: Hai Bà Trưng,,Đăng 6 ngày trước,8 - 12 triệu
Business Analyst (BA),Business Analyst,,,,Công ty CP Kinh doanh F88,Hà Nội: Thanh Xuân,,Đăng 6 ngày trước,20 - 40 triệu
Chuyên Viên Seo Web,Web,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ DỊCH VỤ XGAME,Hà Nội: Cầu Giấy,,Đăng 6 ngày trước,20 - 50 triệu
Chuyên Viên Chạy Ads Marketing,,,,,Công ty CP Công nghệ Thông tin Qikify,Hà Nội: Đống Đa,,Đăng 6 ngày trước,"Tới 1,200 USD"
"Nhân Viên Kinh Doanh Tư Vấn Tuyển Sinh [Hà Nội/Hà Đông/Bắc Từ Liêm/Hoàn Kiếm/Linh Đàm/Long Biên] Thu Nhập Up To 25M/Tháng, Lương Cứng Từ 9 - 12M/Tháng",,,,,Công ty CP Công nghệ Thông tin Qikify,Hà Nội: Đống Đa,,Đăng 6 ngày trước,400 - 600 USD
Lập Trình Viên Android,Android,,,,Công ty Cổ phần Đầu tư và Giải pháp VietIS,Hà Nội: Cầu Giấy,,Đăng 6 ngày trước,20 - 28 triệu
"Giáo Viên Fulltime Dạy STEM, Dành Cho Sinh Viên Sư Phạm, CNTT Thu Nhập 8-12M++/Tháng [Hà Nội]",,,,,Công ty TNHH Venesa,Hà Nội: Đống Đa,,Đăng 6 ngày trước,12 - 18 triệu
System Admin (Linux),Linux,System Admin,,,Công ty CP Công nghệ Thông tin Qikify,Hà Nội: Đống Đa,,Đăng 6 ngày trước,600 - 800 USD
Junior/Middle Cloud Engineer,Cloud,,,,CÔNG TY TNHH FIVE-STAR E-LEARNING,Hà Nội: Hai Bà Trưng,,Đăng 6 ngày trước,10 - 15 triệu
Fresher IT Comtor,,,,,CHI NHÁNH TẠI TP HỒ CHÍ MINH - CÔNG TY CỔ PHẦN NETNAM (TP. HÀ NỘI),Hồ Chí Minh: Quận 1,,Đăng 6 ngày trước,Thoả thuận
Junior Android Developer,Android,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ & TRUYỀN THÔNG ALARIC,Hà Nội: Bắc Từ Liêm,,Đăng 6 ngày trước,Thoả thuận
Nhân Viên IT – Front End,,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ & TRUYỀN THÔNG ALARIC,Hà Nội: Bắc Từ Liêm,,Đăng 6 ngày trước,Thoả thuận
Project Manager,Manager,Project Manager,,,Công ty CP Bệnh viện đa khoa Quốc tế Vinmec,Hà Nội: Hai Bà Trưng,,Đăng 6 ngày trước,Thoả thuận
Lập Trình Viên .NET,.NET,,,,Công ty CP Bệnh viện đa khoa Quốc tế Vinmec,Hà Nội: Hai Bà Trưng,,Đăng 6 ngày trước,Thoả thuận
UI/UX Designer,Designer,,,,Công ty CP Bệnh viện đa khoa Quốc tế Vinmec,Hà Nội: Hai Bà Trưng,,Đăng 6 ngày trước,Thoả thuận
Middle/Senior ReactJS Developer,ReactJS,,,,Công ty cổ phần công nghệ Physcode Việt,Hà Nội: Thanh Xuân,,Đăng 6 ngày trước,Thoả thuận
Java Team Leader (Tech Leader),Java,Team Leader,Leader,,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ CARO,Hà Nội: Thanh Xuân,,Đăng 6 ngày trước,15 - 25 triệu
Senior Java Developer (Thị Trường Quốc Tế),Java,,,,CÔNG TY CỔ PHẦN TECHBANK SOFTWARE,Miền Bắc,Hà Nội: Đống Đa,Đăng 6 ngày trước,20 - 28 triệu
Senior Backend Developer - Java,Java,,,,Công ty TNHH Pentalog Việt Nam,Hà Nội: Cầu Giấy,Đà Nẵng,Đăng 6 ngày trước,Thoả thuận
Sales Manager (Sales IT/ Software Solutions),Manager,,,,Công ty TNHH Co-well Châu Á,Hà Nội,,Đăng 6 ngày trước,Thoả thuận
Software Support,,,,,CÔNG TY CỔ PHẦN TECHBANK SOFTWARE,Miền Bắc,Hà Nội: Đống Đa,Đăng 6 ngày trước,Thoả thuận
UA Marketing Game,Game,,,,Công ty TNHH Kỹ Thuật Công nghệ BlueData,Hồ Chí Minh: Quận 9,,Đăng 6 ngày trước,Thoả thuận
UI Designer - Sản Phẩm Ứng Dụng Giáo Dục - 1.5YOE,Designer,,,,Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,Hà Nội: Cầu Giấy,,Đăng 6 ngày trước,15 - 20 triệu
Giám Đốc Công Nghệ Thông Tin (Tập Đoàn Thành Viên),,,,,Công ty Cổ phần Công nghệ thông tin Đông Nam Á,Hà Nội: Thanh Xuân,Hồ Chí Minh: Quận 1,Đăng 6 ngày trước,Thoả thuận
Chuyên Viên Quản Lý Dự Án,,,,,Phuong Chi Software Company,Hà Nội: Ba Đình,,Đăng 6 ngày trước,Trên 500 USD
Trưởng Bộ Phận An Ninh Mạng,,,,,CÔNG TY TNHH ZINZA TECHNOLOGY,Hà Nội: Cầu Giấy,,Đăng 6 ngày trước,15 - 25 triệu
Cần Thơ & 3 nơi khác,,,,,Công ty Cổ phần Skynet Việt Nam,Hà Nội: Nam Từ Liêm,,Đăng 6 ngày trước,Thoả thuận
Hồ Chí Minh,,,,,Công ty cổ phần chứng khoán FPT,Hà Nội: Tây Hồ,,Đăng 6 ngày trước,9 - 16 triệu
Hồ Chí Minh,,,,,RELIA SYSTEMS,Hồ Chí Minh: Phú Nhuận,,Đăng 6 ngày trước,Thoả thuận
Thực Tập Sinh Nodejs,NodeJS,,,,Công ty Cổ phần VTI,Hà Nội: Nam Từ Liêm,,Đăng 6 ngày trước,Thoả thuận
Chuyên Viên Xử Lý Giao Diện,,,,,RELIA SYSTEMS,Hồ Chí Minh: Phú Nhuận,,Đăng 6 ngày trước,Thoả thuận
Thực Tập Sinh Business Analyst,Business Analyst,,,,CÔNG TY CỔ PHẦN NBK TÂY HỒ,Hà Nội: Cầu Giấy,,Đăng 6 ngày trước,10 - 15 triệu
Software Support,,,,,Công ty Cổ phần Skynet Việt Nam,Hà Nội: Nam Từ Liêm,,Đăng 6 ngày trước,Thoả thuận
Bridge System Engineer (BrSE/BA),System Engineer,,,,CELLPHONES,Hồ Chí Minh: Quận 1,,Đăng 6 ngày trước,"1,000 - 1,500 USD"
Kĩ Sư Cầu Nối (BrSE),,,,,CÔNG TY CỔ PHẦN VINSCHOOL,Hà Nội: Gia Lâm,,Đăng 6 ngày trước,Tới 35 triệu
Giảng Viên Unity,Unity,,,,CÔNG TY CỔ PHẦN BLACKGEMS GLOBAL,Hà Nội: Cầu Giấy,,Đăng 6 ngày trước,Thoả thuận
Senior Ruby On Rails Developer,Ruby,Ruby on Rails,AI,,DigiEx Group,Hồ Chí Minh,,Đăng 6 ngày trước,Thoả thuận
Mid Tester,Tester,,,,DigiEx Group,Hồ Chí Minh: Quận 12,,Đăng 6 ngày trước,Thoả thuận
Project Coordinator Intern (Fulltime),,,,,Công ty CP Nghiên cứu và phát triển Fabbi,Hà Nội: Cầu Giấy,,Đăng 6 ngày trước,Thoả thuận
Frontend Developer (Middle Level),,,,,Công ty cổ phần chứng khoán FPT,Hà Nội: Tây Hồ,,Đăng 6 ngày trước,Thoả thuận
Thực Tập Sinh SEO Website,Web,,,,Công ty Cổ phần VNEXT SOFTWARE,Nước Ngoài,,Đăng 6 ngày trước,Thoả thuận
Senior Ruby Developer,Ruby,,,,CÔNG TY CỔ PHẦN THIẾT KẾ LỤC GIÁC,Hà Nội: Đống Đa,,Đăng 6 ngày trước,10 - 15 triệu
Nhân Viên Kiểm Thử Phần Mềm (Tester),Tester,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ MOBIWORK VIỆT NAM,Hà Nội: Bắc Từ Liêm,,Đăng 6 ngày trước,12 - 18 triệu
AI Engineer (NLP),AI,,,,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VEXERE,Hồ Chí Minh: Quận 4,,Đăng 6 ngày trước,Thoả thuận
Chuyên Viên Phân Tích Nghiệp Vụ (BA),,,,,Công ty Cổ phần Công nghệ và Dịch vụ HyperSOL,Hà Nội: Nam Từ Liêm,,Đăng 6 ngày trước,Thoả thuận
Lập Trình Viên Java,Java,,,,Công ty cổ phần Công nghệ IDT Inc,Hà Nội: Nam Từ Liêm,,Đăng 6 ngày trước,14 - 20 triệu
Wordpress Developer,Wordpress,,,,Công ty Cổ phần Atomi Digital,Hà Nội: Hoàn Kiếm,,Đăng 6 ngày trước,Thoả thuận
IT Support,IT Support,,,,CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ VÀ TRUYỀN THÔNG E.Q,Hồ Chí Minh: Quận 1,,Đăng 6 ngày trước,8 - 15 triệu
Lập Trình Viên Và Thiết Kế Web,Web,,,,CÔNG TY TNHH CÔNG NGHỆ THÔNG TIN VÀ TRUYỀN THÔNG GTEL,Hà Nội: Thanh Xuân,,Đăng 6 ngày trước,12 - 20 triệu
Chuyên Viên Quản Trị Website (SEO Web),Web,,,,Flamedia JSC,Hồ Chí Minh: Quận 7,,Đăng 6 ngày trước,6 - 8 triệu
Chuyên Viên/ Chuyên Gia - Bộ Phận Quản Lý Dự Án & Đối Tác - Khối CNTT [IT],,,,,Công ty TNHH Công nghệ số Adamo,Hà Nội: Nam Từ Liêm,,Đăng 6 ngày trước,30 - 40 triệu
Giáo Viên Fulltime Dạy Coding (Sau Giờ Hành Chính),,,,,Công ty cổ phần EMSO Việt Nam,Hà Nội: Hai Bà Trưng,,Đăng 6 ngày trước,Thoả thuận
Senior Fullstack Java Developer,Java,,,,CÔNG TY TNHH EIGHT ONE INTERNATIONAL,Hồ Chí Minh: Tân Bình,,Đăng 6 ngày trước,Thoả thuận
Game Designer,Designer,Game,,,Công Ty TNHH Giải Pháp Đào Tạo Chất Lượng,Hồ Chí Minh: Quận 2,,Đăng 6 ngày trước,10 - 15 triệu
"Pc App (C#, C++) - QT Developer",C#,C++,,,CÔNG TY TNHH EIGHT ONE INTERNATIONAL,Hồ Chí Minh: Tân Bình,,Đăng 6 ngày trước,15 - 25 triệu
Senior Business Analyst (Banking - Finance),Business Analyst,,,,Công ty TNHH Horus Productions,Hà Nội: Nam Từ Liêm,,Đăng 6 ngày trước,8 - 12 triệu
