Title,Skill 1,Skill 2,Skill 3,Skill 4,Company,Address 1,Address 2,Post date,Salary
Business Analyst (Dự Án Về Quản Trị Doanh Nghiệp),Business Analyst,,,,Công Ty Cổ Phần GoGroup,Hà Nội: Long Biên,,Đăng 5 ngày trước,15 - 25 triệu
"Business Analyst (Dự Án Về Fintech, Bank)",Business Analyst,,,,360 CORP,Bà Rịa-Vũng Tàu: TP Vũng Tàu,,Đăng 5 ngày trước,5 - 15 triệu
"Java Developer (Middle, Middle +)",Java,,,,Công ty Cổ phần 1OFFICE,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,35 - 40 triệu
Lập Trình Viên .Net Dưới 2 Năm Kinh Nghiệm,.NET,,,,Công ty Cổ phần 1OFFICE,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,35 - 50 triệu
Thực Tập Sinh Lập Trình Viên .Net,.NET,,,,Công Ty Cổ Phần Công Nghệ VMO Holdings,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,30 - 35 triệu
System Admin,System Admin,,,,Công ty Cổ phần Atomi Digital,Hà Nội: Hoàn Kiếm,,Đăng 5 ngày trước,35 - 60 triệu
Cộng Tác Viên Vận Hành Lớp Học Part - Time [Hà Nội/Cầu Giấy/ Bắc Từ Liêm/Hoàn Kiếm/Long Biên],,,,,Công ty TNHH Chăn Nuôi Tafa Việt,Hồ Chí Minh: Quận 7,,Đăng 5 ngày trước,9 - 12 triệu
Lập Trình Viên Mobile (IOS/ Java/ Koltin/ Flutter),Flutter,iOS,Java,Mobile,CÔNG TY TNHH DIGI-TEXX,Hồ Chí Minh: Quận 12,,Đăng 5 ngày trước,Thoả thuận
Presale,Presale,,,,Công ty CP Phần mềm MOR,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,25 - 55 triệu
Senior Data Analyst,Data Analyst,Data,,,Công Ty Cổ Phần Công Nghệ VMO Holdings,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
"Nhân Viên Kinh Doanh Tư Vấn Khoá Học, Lương Cứng Từ 7-12M/Tháng + Phụ Cấp +Hoa Hồng [Hà Nội/ Hoàng Mai/Hoàn Kiếm]",AI,,,,CÔNG TY TNHH GALAXY DIGITAL HOLDINGS,Hồ Chí Minh: Quận 9,,Đăng 5 ngày trước,Thoả thuận
Fresher Backend Java,Java,,,,CÔNG TY TNHH CÔNG NGHỆ VIHAT,Hồ Chí Minh: Thủ Đức,,Đăng 5 ngày trước,20 - 30 triệu
Cần Thơ & 3 nơi khác,,,,,AMIGO,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Hồ Chí Minh,,,,,Công ty TNHH SETA international Việt Nam,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Hồ Chí Minh,,,,,CÔNG TY TNHH CÔNG NGHỆ HAY HAY GLOBAL,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,15 - 25 triệu
Thực Tập Sinh FLutter,Flutter,,,,Công ty Cổ phần Công nghệ và Sáng tạo Rocket,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,"Tới 1,500 USD"
Nhân Viên Phân Tích Nghiệp Vụ (Business Analyst),Business Analyst,,,,Công ty Cổ phần Công nghệ và Sáng tạo Rocket,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,12 - 14 triệu
Content Writer,,,,,CHT LAB,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,15 - 25 triệu
Thực Tập Sinh Frontend (ReactJS),ReactJS,,,,Công ty Cổ phần Infinity Technologies Global,Hà Nội: Đống Đa,,Đăng 5 ngày trước,10 - 30 triệu
Mobile Application Developer,Mobile,,,,TMA Solutions,Bình Định: TP Quy Nhơn,,Đăng 5 ngày trước,Thoả thuận
"Middle/Senior DevOps Engineer (AWS, On-Premise)",AWS,DevOps,,,TMA Solutions,Bình Định: TP Quy Nhơn,,Đăng 5 ngày trước,Thoả thuận
Lập Trình Viên Backend,,,,,TMA Solutions,Bình Định: TP Quy Nhơn,,Đăng 5 ngày trước,Thoả thuận
Thực Tập Sinh Android Developer,Android,,,,TMA Solutions,Bình Định: TP Quy Nhơn,,Đăng 5 ngày trước,Thoả thuận
Lập Trình Viên Fullstack Developer,,,,,Công ty TNHH Lisod Việt Nam,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
IOS Developer,iOS,,,,TMA Solutions,Bình Định: TP Quy Nhơn,,Đăng 5 ngày trước,Thoả thuận
Tester/QC,Tester,,,,TMA Solutions,Bình Định: TP Quy Nhơn,,Đăng 5 ngày trước,Thoả thuận
Chuyên Viên Cao Cấp Đại Diện Đơn Vị Nghiệp Vụ - Decision Engine - MSB DF - 1M462,,,,,TMA Solutions,Bình Định: TP Quy Nhơn,,Đăng 5 ngày trước,Thoả thuận
Chuyên Viên Cao Cấp Quản Trị Ứng Dụng Báo Cáo - MSB - KCN - 3I086,,,,,CÔNG TY CỔ PHẦN AHT TECH,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Tới 30 triệu
Chuyên Viên Quản Trị Và Điều Phối Dự Án - 3H145,,,,,CÔNG TY TNHH AMARIS VIỆT NAM,Hồ Chí Minh,,Đăng 5 ngày trước,Thoả thuận
Information Security Engineer - TEC - 3H148,Security,,,,TMA Solutions,Bình Định: TP Quy Nhơn,,Đăng 5 ngày trước,Thoả thuận
Chuyên Viên Cao Cấp Quản Lý Chất Lượng - 3H152,,,,,SonatGame Studio,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,"Tới 1,500 USD"
Chuyên Viên Cao Cấp Nghiệp Vụ Loyalty - 3S006,,,,,CÔNG TY CỔ PHẦN AHT TECH,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Thực Tập Sinh Ngành Công Nghệ Nông Nghiệp,,,,,Công ty TNHH AEGONA,Hồ Chí Minh: Quận 12,,Đăng 5 ngày trước,Thoả thuận
Thực Tập Sinh Viễn Thám/Bản Đồ/AI Mapping,AI,,,,CÔNG TY CỔ PHẦN AHT TECH,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Nhân Viên Data Analyst/ Business Intelligence,Business Intelligence,Data Analyst,Data,,Công ty TNHH Lisod Việt Nam,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Back End Node.Js,,,,,Công ty CP Nghiên cứu và phát triển Fabbi,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Middle Data Analyst,Data Analyst,Data,,,Công ty TNHH Lisod Việt Nam,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Lập Trình Viên Android,Android,,,,Công ty TNHH Lisod Việt Nam,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Kỹ Sư Mạng,,,,,Công ty TNHH Lisod Việt Nam,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Developer Java Fullstack,Java,,,,CÔNG TY CỔ PHẦN SMARTPETRO VIỆT NAM,Hồ Chí Minh: Tân Bình,,Đăng 5 ngày trước,"700 - 2,500 USD"
Nhân Viên Kinh Doanh,,,,,EDUPIA,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,Tới 14 triệu
System Engineer,System Engineer,,,,Babilala - Ứng dụng Tiếng Anh Online cho trẻ em tăng trưởng bậc nhất Đông Nam Á,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,Tới 14 triệu
Senior DevOps Engineer,DevOps,,,,CÔNG TY TNHH RAKUS VIỆT NAM,Hồ Chí Minh: Quận 12,,Đăng 5 ngày trước,"1,300 - 1,600 USD"
ReactJS + PHP Developer - Onsite Bank,PHP,ReactJS,,,FPT Software,Hà Nội: Thạch Thất,,Đăng 5 ngày trước,Thoả thuận
Phó Phòng Hệ Thống,,,,,CÔNG TY CỔ PHẦN HOSCO VIỆT NAM,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,Thoả thuận
Nhân Viên IT Helpdesk,,,,,CÔNG TY CỔ PHẦN HOSCO VIỆT NAM,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,Thoả thuận
Senior Network Engineer,,,,,CÔNG TY CỔ PHẦN HOSCO VIỆT NAM,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,Thoả thuận
Software Tester (English),English,Tester,,,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,15 - 30 triệu
"Senior Fullstack Developer (Java,DevOps,NextJS)",DevOps,Java,,,Công ty Cổ Phần Công Nghệ Evotek Việt Nam,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Fullstack Developer,,,,,Công ty TNHH Co-production,Nghệ An: TP Vinh,,Đăng 5 ngày trước,Thoả thuận
Sale Manager,Manager,,,,"TOMOSIA Co.,Ltd",Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,10 - 15 triệu
Business Analyst,Business Analyst,,,,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,3 - 5 triệu
IT Comtor (N2),,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ SANDBOXVN,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,2 - 4 triệu
Nhân Viên Quản Trị Server,,,,,Công Ty Cổ Phần VCCorp - SohaGame,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,Thoả thuận
UA Marketing Game/App (Junior - Senior),Game,,,,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,Thoả thuận
Video Creative (Junior),,,,,CÔNG TY CỔ PHẦN BLACKGEMS GLOBAL,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Nhân Viên Mobile Engineer,Mobile,,,,CÔNG TY CỔ PHẦN PHÁT TRIỂN DỊCH VỤ ĐÁM MÂY CLOUDAZ,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,8 - 15 triệu
Lập Trình Viên IOS,iOS,,,,Công ty TNHH Co-well Châu Á,Hà Nội,,Đăng 5 ngày trước,Thoả thuận
AI Engineer,AI,,,,Công ty cổ phần Công nghệ Bekisoft,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,"Tới 1,000 USD"
Automation QA,,,,,Công ty cổ phần Công nghệ Bekisoft,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,"Tới 1,000 USD"
Java Developer,Java,,,,Công ty cổ phần Công nghệ Bekisoft,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,Tới 700 USD
Frontend Developer (JavaScript),Java,JavaScript,,,Công Ty Cổ Phần Digi Dinos,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,16 - 18 triệu
Senior Backend Developer (PHP Laravel),Laravel,PHP,,,Công ty Cổ phần viễn thông FPT,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,15 - 38 triệu
Tech Project Manager,Manager,Project Manager,,,Công ty Cổ phần viễn thông FPT,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,15 - 38 triệu
Technical Team Leader,Team Leader,Leader,,,CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ CÔNG NGHỆ NAM LONG,Hồ Chí Minh: Phú Nhuận,,Đăng 5 ngày trước,Thoả thuận
Cần Thơ & 3 nơi khác,,,,,CÔNG TY CỔ PHẦN SAVIS DIGITAL,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,10 - 15 triệu
Hồ Chí Minh,,,,,Công ty Cổ phần Đầu tư và Phát triển Koolsoft,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,15 - 25 triệu
Hồ Chí Minh,,,,,CÔNG TY TNHH GEMCOMMERCE,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,Thoả thuận
PHP Developer,PHP,,,,Công ty cổ phần TechLead,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,3 - 5 triệu
"Mid/Sen Business Development (ITO, English Fluent)",English,,,,Ngân Hàng TMCP An Bình,Hà Nội,,Đăng 5 ngày trước,"1,500 - 2,200 USD"
Product Owner,Product Owner,,,,Ngân Hàng TMCP An Bình,Hà Nội,,Đăng 5 ngày trước,"1,500 - 2,200 USD"
.NET Developer,.NET,,,,TECH TOWN,Hồ Chí Minh: Quận 2,,Đăng 5 ngày trước,Thoả thuận
Digital Marketing Manager (Game Industry),Manager,Game,,,FPT IS,Hồ Chí Minh: Quận 7,Hà Nội: Nam Từ Liêm,Đăng 5 ngày trước,Thoả thuận
"Business Development (ITO & BFSI, Vietnam Market)",,,,,Công ty TNHH Data Corp Việt Nam,Hà Nội: Hoàng Mai,,Đăng 5 ngày trước,5 - 7 triệu
UI/UX Designer,Designer,,,,Công ty TNHH Trung tâm Sản phẩm Sinh học AQ,Hà Nội: Bắc Từ Liêm, Cầu Giấy,Đăng 5 ngày trước,10 - 16 triệu
Chuyên Viên Tuyển Dụng CNTT (Tiếng Anh Tốt),,,,,Công Ty TNHH LG CNS VIỆT NAM,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,Thoả thuận
Senior Backend Developer (NodeJS),NodeJS,,,,CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ ARCHER STUDIO,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,Thoả thuận
Fullstack Developer,,,,,Tập đoàn công nghệ CMC,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Test Lead,,,,,CÔNG TY TNHH RABILOO,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,9 - 15 triệu
Sub Brse/ Sub PM,,,,,Công ty Cổ phần Trí tuệ nhân tạo Taureau (TAUREAU.AI),Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,Thoả thuận
Project Manager/ Brse,Manager,Project Manager,,,Công ty Cổ phần Appota,Hà Nội: Ba Đình,,Đăng 5 ngày trước,20 - 40 triệu
Nhân Viên IT Chuyên Ngành Backend Developer (.Net),.NET,,,,Công ty Cổ phần Công nghệ ZenS,Hồ Chí Minh: Thủ Đức,,Đăng 5 ngày trước,20 - 30 triệu
Middle Tester/QC ( Nhân Viên Kiểm Thử Phần Mềm ) - 1 Năm Kinh Nghiệm,Tester,,,,Công ty Cổ phần Công nghệ ZenS,Hồ Chí Minh: Thủ Đức,,Đăng 5 ngày trước,10 - 20 triệu
Nhân Viên Kiểm Thử Phần Mềm/Tester,Tester,,,,CÔNG TY CỔ PHẦN LOTUS TECHNOLOGY SERVICES,Hà Nội: Hai Bà Trưng,,Đăng 5 ngày trước,20 - 25 triệu
Senior Manual Software Tester (From 5 Years Exp),Tester,,,,Công ty Dịch vụ MobiFone Khu vực 6 – CN Tổng Công ty Viễn thông MobiFone,Nghệ An: TP Vinh,,Đăng 5 ngày trước,10 - 20 triệu
Chuyên Viên Kết Cấu Nhà Gỗ CAD,,,,,Công ty Cổ phần SEONGON Thịnh Vượng,Hà Nội: Đống Đa,,Đăng 5 ngày trước,10 - 15 triệu
Thực Tập Sinh IT Support,IT Support,,,,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ CÔNG NGHỆ JU YOU,Hồ Chí Minh: Bình Thạnh,,Đăng 5 ngày trước,0.0 - 0.0 triệu
Thực Tập Sinh IT Support,IT Support,,,,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ CÔNG NGHỆ JU YOU,Hồ Chí Minh: Bình Thạnh,,Đăng 5 ngày trước,0.0 - 0.0 triệu
Thực Tập Sinh Flutter,Flutter,,,,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ CÔNG NGHỆ JU YOU,Hồ Chí Minh: Bình Thạnh,,Đăng 5 ngày trước,"2,000 - 2,500 USD"
Java Developer,Java,,,,Công ty cổ phần Base Enterprise,Hồ Chí Minh: Quận 10,,Đăng 5 ngày trước,8 - 10 triệu
Thực Tập Sinh Sales Admin,,,,,Công Ty Tài Chính Cổ Phần Tín Việt,Hồ Chí Minh: Quận 2,,Đăng 5 ngày trước,Thoả thuận
Nhân Viên BA IT,,,,,FPT Software,Hồ Chí Minh: Thủ Đức,,Đăng 5 ngày trước,Thoả thuận
Nhân Viên Tester,Tester,,,,CÔNG TY CỔ PHẦN TIN HỌC GIẢI PHÁP TÍCH HỢP MỞ,Hồ Chí Minh: Quận 9,,Đăng 5 ngày trước,7 - 12 triệu
Intern Business Development,,,,,Công ty Cổ phần Phần mềm Vitex Việt Nam,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Thực Tập Sinh Kiểm Thử Phần Mềm (Tester Intern),Tester,,,,Difisoft Viet Nam Joint Stock Company,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,Thoả thuận
Trưởng Nhóm Tester,Tester,,,,Công ty TNHH Novus Fintech,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,20 - 35 triệu
Databricks Engineer,Data,,,,Công ty TNHH Novus Fintech,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Game Developer,Game,,,,Công ty cổ phần Solar Việt Nam,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,10 - 15 triệu
Nhân Viên Pháp Chế,,,,,Công ty Cổ phần VNEXT SOFTWARE,Đà Nẵng: Thanh Khê,,Đăng 5 ngày trước,30 - 40 triệu
Chuyên Viên Tuyển Dụng IT,,,,,Công ty cổ phần Solar Việt Nam,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,10 - 15 triệu
Lập Trình Viên Back-End (Middle),,,,,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,15 - 25 triệu
Lập Trình Viên Shopify,,,,,Công Ty SmartOSC,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,35 - 55 triệu
QA/QC (Tester Tiếng Nhật N3),Tester,,,,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,Hà Nội: Đống Đa,,Đăng 5 ngày trước,Tới 10 triệu
Nhân Viên Tester (Middle),Tester,,,,CÔNG TY CỔ PHẦN SMARTPETRO VIỆT NAM,Hồ Chí Minh: Tân Bình,,Đăng 5 ngày trước,"600 - 1,500 USD"
Chuyên Viên Kiểm Thử Bảo Mật Ứng Dụng (Pentest),,,,,CÔNG TY TNHH AMARIS VIỆT NAM,Hồ Chí Minh,,Đăng 5 ngày trước,Thoả thuận
Chuyên Viên Giám Sát An Toàn Thông Tin,,,,,Công ty cổ phần AppotaPay,Hà Nội: Ba Đình,,Đăng 5 ngày trước,Thoả thuận
Lập Trình Mobile - React Native,React Native,Mobile,,,Công ty TNHH Công nghệ cao Itechpro,Hà Nội: Hai Bà Trưng,,Đăng 5 ngày trước,10 - 12 triệu
Nhân Viên Media,,,,,Công Ty Cổ Phần Shogo Việt Nam,Hưng Yên: Văn Lâm,,Đăng 5 ngày trước,Thoả thuận
ReactJS Developer (Junior),ReactJS,,,,Công ty cổ phần Công nghệ VISSOFT,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,Tới 40 triệu
Admin Executive,,,,,Công ty Cổ phần 1OFFICE,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,25 - 50 triệu
Thực Tập Sinh Tuyển Dụng,,,,,Công ty Cổ phần 1OFFICE,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,13 - 15 triệu
Chuyên Gia Quản Lý Ứng Dụng Ngoài Core Banking,,,,,Công ty Cổ phần 1OFFICE,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,10 - 20 triệu
Security For DevSecOps - Chuyên Gia Bảo Mật Phát Triển CNTT,DevSecOps,Security,,,Công ty Cổ phần 1OFFICE,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,20 - 25 triệu
ReactJS Frontend Developer,ReactJS,,,,Viettel Software,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Nhân Viên Kinh Doanh,,,,,CÔNG TY CỔ PHẦN BAN MEDIA,Hồ Chí Minh: Phú Nhuận,,Đăng 5 ngày trước,8 - 12 triệu
Nhân Viên Xử Lý Dữ Liệu Hình Ảnh,,,,,Công ty Đấu giá Hợp danh Việt Nam,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,18 - 25 triệu
Lập Trình Viên (PHP Developer),PHP,,,,Công ty Đấu giá Hợp danh Việt Nam,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,12 - 15 triệu
"Fresher Developer (React, Vue, Java, C#, Python)",C#,Java,Python,,Công ty cổ phần chứng khoán FPT,Hà Nội: Tây Hồ,,Đăng 5 ngày trước,Thoả thuận
Cần Thơ & 3 nơi khác,,,,,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Hồ Chí Minh,,,,,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Hồ Chí Minh,,,,,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Nhân Viên QA (Tester),Tester,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPBASE,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,10 - 20 triệu
Chuyên Viên Đầu Tư Công Nghệ,,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPBASE,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,10 - 25 triệu
Sales IT Tiếng Nhật,,,,,Viettel Digital,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,Thoả thuận
AI Engineer,AI,,,,Viettel Digital,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,Thoả thuận
Game Developer (Unity),Unity,Game,,,Viettel Digital,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,Thoả thuận
Kỹ Sư Cầu Nối (BRSE)_Tiếng Nhật N2,,,,,Viettel Digital,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,Thoả thuận
Nhân Viên Kinh Doanh Phần Mềm,,,,,CÔNG TY TNHH MUMESOFT INNOVATION,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,Thoả thuận
Fullstack PHP Developer,PHP,,,,Viettel Digital,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,Thoả thuận
"Chuyên Viên Văn Phòng Kinh Doanh CNTT, Truyền Dẫn",,,,,CÔNG TY TNHH PHẦN MỀM FPT,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
SEO Junior,,,,,CÔNG TY TNHH PHẦN MỀM FPT,Hà Nội,Hồ Chí Minh,Đăng 5 ngày trước,Thoả thuận
Fullstack Developer,,,,,Công Ty Cổ Phần Công Nghệ VMO Holdings,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,18 - 22 triệu
Leader / Senior Backend Developer,Leader,,,,Công Ty Cổ Phần Công Nghệ VMO Holdings,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,20 - 35 triệu
Business Analyst,Business Analyst,,,,GOT IT,Hồ Chí Minh: Quận 1,,Đăng 5 ngày trước,Thoả thuận
Business Development (Phần Mềm),,,,,GOT IT,Hồ Chí Minh: Quận 1,,Đăng 5 ngày trước,Thoả thuận
Chuyên Gia Quản Trị Dữ Liệu (MIS),,,,,GOT IT,Hồ Chí Minh: Quận 1,,Đăng 5 ngày trước,Thoả thuận
Senior Angular Developer,Angular,,,,Công ty TNHH SETA international Việt Nam,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Nhân Viên Triển Khai Phần Mềm Và Hỗ Trợ Khách Hàng,AI,,,,CÔNG TY TNHH VAREAL VIỆT NAM,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Solution Architect (Team Lead),Solution Architect,,,,Công ty CP Đầu tư Thương mại và Phát triển Công nghệ FSI - CN HCM,Hồ Chí Minh: Quận 5,,Đăng 5 ngày trước,Thoả thuận
Backend Developer,,,,,Công ty CP Đầu tư Thương mại và Phát triển Công nghệ FSI - CN HCM,Hồ Chí Minh: Quận 5,,Đăng 5 ngày trước,12 - 18 triệu
IOS Developer,iOS,,,,CÔNG TY CỔ PHẦN SNINE,Hà Nội: Hoàng Mai,,Đăng 5 ngày trước,"1,200 - 1,500 USD"
Business Analyst Recruitment,Business Analyst,,,,Công ty TNHH Công Nghệ và Phát Triển Năng Lượng Xanh Việt Nam,Hồ Chí Minh: Quận 9,,Đăng 5 ngày trước,Trên 8.5 triệu
Nhân Viên Game Designer,Designer,Game,,,CÔNG TY TNHH BTC STUDIO,Hà Nội: Nam Từ Liêm,,Đăng 5 ngày trước,20 - 40 triệu
Middle / Senior AI Engineer,AI,,,,Công ty Đấu giá Hợp danh Việt Nam,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,25 - 40 triệu
Nhân Viên UA Marketing (Game Mobile),Mobile,Game,,,Công Ty TNHH Avepoint Việt Nam,Miền Bắc,Hà Nội: Thanh Xuân,Đăng 5 ngày trước,Thoả thuận
Chuyên Viên Kiểm Thử ( Test Data),Data,,,,CÔNG TY TNHH MENAS,Hồ Chí Minh: Quận 1,,Đăng 5 ngày trước,10 - 20 triệu
Dynamic 365 CRM Developer,,,,,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ GIẢI TRÍ VIVI,Hà Nội: Hà Đông,,Đăng 5 ngày trước,8 - 10 triệu
Nhân Viên Trực Vận Hành - NOC (Lương Cứng 10M),,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ HARAVAN,Hà Nội: Thanh Xuân,,Đăng 5 ngày trước,Trên 8 triệu
Lập Trình Viên Frontend Developer,,,,,CÔNG TY CỔ PHẦN ADNX,Hà Nội: Hà Đông,,Đăng 5 ngày trước,20 - 40 triệu
Fullstack NodeJs Developer,NodeJS,,,,CÔNG TY TNHH CÔNG NGHỆ ALTEK,Đồng Tháp: TP Cao Lãnh,,Đăng 5 ngày trước,Thoả thuận
PHP Developer,PHP,,,,Hệ thống Bán lẻ Viettel store - Công ty TM & XNK Viettel,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Thoả thuận
Nhân Viên Tester,Tester,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG NIỀM TIN,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,40 - 50 triệu
Nhân Viên IT,,,,,CÔNG TY CỔ PHẦN PGT SOLUTIONS,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,20 - 35 triệu
Java Tech Leader,Java,Leader,,,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ BZISOFT,Hồ Chí Minh: Quận 2,Hà Nội: Tây Hồ,Đăng 5 ngày trước,12 - 25 triệu
Senior PHP/FullStack Developer,PHP,,,,CÔNG TY TNHH HCW VIỆT NAM,Hà Nội: Ba Đình,,Đăng 5 ngày trước,6 - 9 triệu
Nhân Viên Kiểm Thử Phần Mềm (Manual Tester),Tester,,,,Công ty cổ phần phần mềm REVOTECH,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Tới 20 triệu
Nhân Viên Triển Khai Phần Mềm,AI,,,,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,Hà Nội: Cầu Giấy,Hồ Chí Minh: Quận 7,Đăng 5 ngày trước,Thoả thuận
Senior Business Analyst,Business Analyst,,,,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,Hà Nội: Cầu Giấy,,Đăng 5 ngày trước,Tới 25 triệu
